transaction_id,transaction_date,order_date,required_date,ship_date,order_status,customer_id,customer_name,customer_age,customer_gender,customer_city,customer_country,product_id,product_name,product_category,product_subcategory,brand,original_price,discount_percent,final_price,quantity,payment_method,store_location,return_status,store_id,store_name,store_country,staff_id,staff_name
T300006,07/17/23,07/17/23,07/25/23,07/20/23,rejected,C100974,Giovanni Mancini,43,Male,Zurich,Switzerland,P200509,Celio Essential Accessorie,Accessories,Belt,Celio,14.91,14.28,12.78,1,Credit Card,Online,No,1,Store 1,Spain,2,Staff 2
T300006,07/17/23,07/17/23,07/25/23,07/20/23,rejected,C100974,Giovanni Mancini,43,Male,Zurich,Switzerland,P200509,Celio Essential Accessorie,Accessories,Belt,Celio,14.91,14.28,12.78,1,Credit Card,Online,No,1,Store 1,Spain,3,Staff 3
T300006,07/17/23,07/17/23,07/25/23,07/20/23,rejected,C100974,Giovanni Mancini,43,Male,Zurich,Switzerland,P200509,Celio Essential Accessorie,Accessories,Belt,Celio,14.91,14.28,12.78,1,Credit Card,Online,No,1,Store 1,Spain,4,Staff 4
T300006,07/17/23,07/17/23,07/25/23,07/20/23,rejected,C100974,Giovanni Mancini,43,Male,Zurich,Switzerland,P200509,Celio Essential Accessorie,Accessories,Belt,Celio,14.91,14.28,12.78,1,Credit Card,Online,No,1,Store 1,Spain,5,Staff 5
T300007,06/12/21,06/12/21,06/19/21,06/22/21,completed,C100079,Elena Marini,35,Male,Milan,Italy,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,16.06,39.52,1,Credit Card,Online,No,3,Store 3,France,11,Staff 11
T300007,06/12/21,06/12/21,06/19/21,06/22/21,completed,C100079,Elena Marini,35,Male,Milan,Italy,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,16.06,39.52,1,Credit Card,Online,No,3,Store 3,France,12,Staff 12
T300007,06/12/21,06/12/21,06/19/21,06/22/21,completed,C100079,Elena Marini,35,Male,Milan,Italy,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,16.06,39.52,1,Credit Card,Online,No,3,Store 3,France,13,Staff 13
T300007,06/12/21,06/12/21,06/19/21,06/22/21,completed,C100079,Elena Marini,35,Male,Milan,Italy,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,16.06,39.52,1,Credit Card,Online,No,3,Store 3,France,14,Staff 14
T300007,06/12/21,06/12/21,06/19/21,06/22/21,completed,C100079,Elena Marini,35,Male,Milan,Italy,P200579,Levi's Limited Accessorie,Accessories,Hat,Levi's,47.08,16.06,39.52,1,Credit Card,Online,No,3,Store 3,France,15,Staff 15
T300008,08/24/22,08/24/22,09/03/22,08/26/22,completed,C102310,Martina Fontana,51,Other,Prague,Czech Republic,P200591,Nike Vintage Short,Shorts,Denim,Nike,5,19.24,4.04,1,Credit Card,Store Branch,No,2,Store 2,Italy,6,Staff 6
T300008,08/24/22,08/24/22,09/03/22,08/26/22,completed,C102310,Martina Fontana,51,Other,Prague,Czech Republic,P200591,Nike Vintage Short,Shorts,Denim,Nike,5,19.24,4.04,1,Credit Card,Store Branch,No,2,Store 2,Italy,7,Staff 7
T300008,08/24/22,08/24/22,09/03/22,08/26/22,completed,C102310,Martina Fontana,51,Other,Prague,Czech Republic,P200591,Nike Vintage Short,Shorts,Denim,Nike,5,19.24,4.04,1,Credit Card,Store Branch,No,2,Store 2,Italy,8,Staff 8
T300008,08/24/22,08/24/22,09/03/22,08/26/22,completed,C102310,Martina Fontana,51,Other,Prague,Czech Republic,P200591,Nike Vintage Short,Shorts,Denim,Nike,5,19.24,4.04,1,Credit Card,Store Branch,No,2,Store 2,Italy,9,Staff 9
T300008,08/24/22,08/24/22,09/03/22,08/26/22,completed,C102310,Martina Fontana,51,Other,Prague,Czech Republic,P200591,Nike Vintage Short,Shorts,Denim,Nike,5,19.24,4.04,1,Credit Card,Store Branch,No,2,Store 2,Italy,10,Staff 10
T300009,11/30/23,11/30/23,12/10/23,12/10/23,completed,C101568,Elena Galli,32,Male,Milan,Italy,P200767,Levi's Vintage Accessorie,Accessories,Hat,Levi's,36.61,25.72,27.19,1,Credit Card,Online,No,5,Store 5,Spain,21,Staff 21
T300009,11/30/23,11/30/23,12/10/23,12/10/23,completed,C101568,Elena Galli,32,Male,Milan,Italy,P200767,Levi's Vintage Accessorie,Accessories,Hat,Levi's,36.61,25.72,27.19,1,Credit Card,Online,No,5,Store 5,Spain,22,Staff 22
T300009,11/30/23,11/30/23,12/10/23,12/10/23,completed,C101568,Elena Galli,32,Male,Milan,Italy,P200767,Levi's Vintage Accessorie,Accessories,Hat,Levi's,36.61,25.72,27.19,1,Credit Card,Online,No,5,Store 5,Spain,23,Staff 23
T300009,11/30/23,11/30/23,12/10/23,12/10/23,completed,C101568,Elena Galli,32,Male,Milan,Italy,P200767,Levi's Vintage Accessorie,Accessories,Hat,Levi's,36.61,25.72,27.19,1,Credit Card,Online,No,5,Store 5,Spain,24,Staff 24
T300009,11/30/23,11/30/23,12/10/23,12/10/23,completed,C101568,Elena Galli,32,Male,Milan,Italy,P200767,Levi's Vintage Accessorie,Accessories,Hat,Levi's,36.61,25.72,27.19,1,Credit Card,Online,No,5,Store 5,Spain,25,Staff 25
T300010,09/24/23,09/24/23,09/26/23,10/02/23,completed,C101524,Nicola Pellegrini,42,Female,Vienna,Austria,P200155,Mango Core Jacket,Jackets,Leather,Mango,110.27,6.72,102.86,1,Credit Card,Store Branch,No,3,Store 3,France,11,Staff 11
T300010,09/24/23,09/24/23,09/26/23,10/02/23,completed,C101524,Nicola Pellegrini,42,Female,Vienna,Austria,P200155,Mango Core Jacket,Jackets,Leather,Mango,110.27,6.72,102.86,1,Credit Card,Store Branch,No,3,Store 3,France,12,Staff 12
T300010,09/24/23,09/24/23,09/26/23,10/02/23,completed,C101524,Nicola Pellegrini,42,Female,Vienna,Austria,P200155,Mango Core Jacket,Jackets,Leather,Mango,110.27,6.72,102.86,1,Credit Card,Store Branch,No,3,Store 3,France,13,Staff 13
T300010,09/24/23,09/24/23,09/26/23,10/02/23,completed,C101524,Nicola Pellegrini,42,Female,Vienna,Austria,P200155,Mango Core Jacket,Jackets,Leather,Mango,110.27,6.72,102.86,1,Credit Card,Store Branch,No,3,Store 3,France,14,Staff 14
T300010,09/24/23,09/24/23,09/26/23,10/02/23,completed,C101524,Nicola Pellegrini,42,Female,Vienna,Austria,P200155,Mango Core Jacket,Jackets,Leather,Mango,110.27,6.72,102.86,1,Credit Card,Store Branch,No,3,Store 3,France,15,Staff 15
T300011,08/01/23,08/01/23,08/07/23,08/12/23,rejected,C100952,Emma Moretti,50,Male,Zurich,Switzerland,P200769,Zara Essential Activewear,Activewear,Sports Tee,Zara,50.01,20.35,39.83,1,Credit Card,Online,No,5,Store 5,Spain,21,Staff 21
T300011,08/01/23,08/01/23,08/07/23,08/12/23,rejected,C100952,Emma Moretti,50,Male,Zurich,Switzerland,P200769,Zara Essential Activewear,Activewear,Sports Tee,Zara,50.01,20.35,39.83,1,Credit Card,Online,No,5,Store 5,Spain,22,Staff 22
T300011,08/01/23,08/01/23,08/07/23,08/12/23,rejected,C100952,Emma Moretti,50,Male,Zurich,Switzerland,P200769,Zara Essential Activewear,Activewear,Sports Tee,Zara,50.01,20.35,39.83,1,Credit Card,Online,No,5,Store 5,Spain,23,Staff 23
T300011,08/01/23,08/01/23,08/07/23,08/12/23,rejected,C100952,Emma Moretti,50,Male,Zurich,Switzerland,P200769,Zara Essential Activewear,Activewear,Sports Tee,Zara,50.01,20.35,39.83,1,Credit Card,Online,No,5,Store 5,Spain,24,Staff 24
T300011,08/01/23,08/01/23,08/07/23,08/12/23,rejected,C100952,Emma Moretti,50,Male,Zurich,Switzerland,P200769,Zara Essential Activewear,Activewear,Sports Tee,Zara,50.01,20.35,39.83,1,Credit Card,Online,No,5,Store 5,Spain,25,Staff 25
T300012,03/04/22,03/04/22,03/05/22,03/13/22,completed,C102638,Giorgia Mancini,43,Female,Madrid,Spain,P200650,Uniqlo Urban T-Shirt,T-Shirts,Basic,Uniqlo,45.21,19.15,36.55,1,Cash,Store Branch,No,4,Store 4,Germany,16,Staff 16
T300012,03/04/22,03/04/22,03/05/22,03/13/22,completed,C102638,Giorgia Mancini,43,Female,Madrid,Spain,P200650,Uniqlo Urban T-Shirt,T-Shirts,Basic,Uniqlo,45.21,19.15,36.55,1,Cash,Store Branch,No,4,Store 4,Germany,17,Staff 17
T300012,03/04/22,03/04/22,03/05/22,03/13/22,completed,C102638,Giorgia Mancini,43,Female,Madrid,Spain,P200650,Uniqlo Urban T-Shirt,T-Shirts,Basic,Uniqlo,45.21,19.15,36.55,1,Cash,Store Branch,No,4,Store 4,Germany,18,Staff 18
T300012,03/04/22,03/04/22,03/05/22,03/13/22,completed,C102638,Giorgia Mancini,43,Female,Madrid,Spain,P200650,Uniqlo Urban T-Shirt,T-Shirts,Basic,Uniqlo,45.21,19.15,36.55,1,Cash,Store Branch,No,4,Store 4,Germany,19,Staff 19
T300012,03/04/22,03/04/22,03/05/22,03/13/22,completed,C102638,Giorgia Mancini,43,Female,Madrid,Spain,P200650,Uniqlo Urban T-Shirt,T-Shirts,Basic,Uniqlo,45.21,19.15,36.55,1,Cash,Store Branch,No,4,Store 4,Germany,20,Staff 20
T300013,08/06/22,08/06/22,08/14/22,08/10/22,completed,C102808,Giulia Greco,22,Male,Bologna,Italy,P200126,Uniqlo Urban Knitwear,Knitwear,Cardigan,Uniqlo,60.98,4.6,58.17,1,PayPal,Store Branch,No,4,Store 4,Germany,16,Staff 16
T300013,08/06/22,08/06/22,08/14/22,08/10/22,completed,C102808,Giulia Greco,22,Male,Bologna,Italy,P200126,Uniqlo Urban Knitwear,Knitwear,Cardigan,Uniqlo,60.98,4.6,58.17,1,PayPal,Store Branch,No,4,Store 4,Germany,17,Staff 17
T300013,08/06/22,08/06/22,08/14/22,08/10/22,completed,C102808,Giulia Greco,22,Male,Bologna,Italy,P200126,Uniqlo Urban Knitwear,Knitwear,Cardigan,Uniqlo,60.98,4.6,58.17,1,PayPal,Store Branch,No,4,Store 4,Germany,18,Staff 18
T300013,08/06/22,08/06/22,08/14/22,08/10/22,completed,C102808,Giulia Greco,22,Male,Bologna,Italy,P200126,Uniqlo Urban Knitwear,Knitwear,Cardigan,Uniqlo,60.98,4.6,58.17,1,PayPal,Store Branch,No,4,Store 4,Germany,19,Staff 19
T300013,08/06/22,08/06/22,08/14/22,08/10/22,completed,C102808,Giulia Greco,22,Male,Bologna,Italy,P200126,Uniqlo Urban Knitwear,Knitwear,Cardigan,Uniqlo,60.98,4.6,58.17,1,PayPal,Store Branch,No,4,Store 4,Germany,20,Staff 20
T300014,07/02/21,07/02/21,07/11/21,07/14/21,completed,C100353,Giorgia Lombardi,57,Male,Warsaw,Poland,P200116,Zara Urban Short,Shorts,Cargo,Zara,36.28,12.93,31.59,1,Credit Card,Store Branch,No,2,Store 2,Italy,6,Staff 6
T300014,07/02/21,07/02/21,07/11/21,07/14/21,completed,C100353,Giorgia Lombardi,57,Male,Warsaw,Poland,P200116,Zara Urban Short,Shorts,Cargo,Zara,36.28,12.93,31.59,1,Credit Card,Store Branch,No,2,Store 2,Italy,7,Staff 7
T300014,07/02/21,07/02/21,07/11/21,07/14/21,completed,C100353,Giorgia Lombardi,57,Male,Warsaw,Poland,P200116,Zara Urban Short,Shorts,Cargo,Zara,36.28,12.93,31.59,1,Credit Card,Store Branch,No,2,Store 2,Italy,8,Staff 8
T300014,07/02/21,07/02/21,07/11/21,07/14/21,completed,C100353,Giorgia Lombardi,57,Male,Warsaw,Poland,P200116,Zara Urban Short,Shorts,Cargo,Zara,36.28,12.93,31.59,1,Credit Card,Store Branch,No,2,Store 2,Italy,9,Staff 9
T300014,07/02/21,07/02/21,07/11/21,07/14/21,completed,C100353,Giorgia Lombardi,57,Male,Warsaw,Poland,P200116,Zara Urban Short,Shorts,Cargo,Zara,36.28,12.93,31.59,1,Credit Card,Store Branch,No,2,Store 2,Italy,10,Staff 10
T300015,12/05/23,12/05/23,12/11/23,12/11/23,completed,C101812,Elena Marchetti,22,Female,Geneva,Switzerland,P200369,H&M Comfort Accessorie,Accessories,Sunglasses,H&M,17.07,23.76,13.01,1,Credit Card,Store Branch,No,3,Store 3,France,11,Staff 11
T300015,12/05/23,12/05/23,12/11/23,12/11/23,completed,C101812,Elena Marchetti,22,Female,Geneva,Switzerland,P200369,H&M Comfort Accessorie,Accessories,Sunglasses,H&M,17.07,23.76,13.01,1,Credit Card,Store Branch,No,3,Store 3,France,12,Staff 12
T300015,12/05/23,12/05/23,12/11/23,12/11/23,completed,C101812,Elena Marchetti,22,Female,Geneva,Switzerland,P200369,H&M Comfort Accessorie,Accessories,Sunglasses,H&M,17.07,23.76,13.01,1,Credit Card,Store Branch,No,3,Store 3,France,13,Staff 13
T300015,12/05/23,12/05/23,12/11/23,12/11/23,completed,C101812,Elena Marchetti,22,Female,Geneva,Switzerland,P200369,H&M Comfort Accessorie,Accessories,Sunglasses,H&M,17.07,23.76,13.01,1,Credit Card,Store Branch,No,3,Store 3,France,14,Staff 14
T300015,12/05/23,12/05/23,12/11/23,12/11/23,completed,C101812,Elena Marchetti,22,Female,Geneva,Switzerland,P200369,H&M Comfort Accessorie,Accessories,Sunglasses,H&M,17.07,23.76,13.01,1,Credit Card,Store Branch,No,3,Store 3,France,15,Staff 15
T300016,01/08/23,01/08/23,01/18/23,01/11/23,completed,C102442,Marco Russo,18,Female,Brussels,Belgium,P200034,Massimo Dutti Sport Shirt,Shirts,Formal,Massimo Dutti,42.37,6.55,39.59,1,Credit Card,Online,Yes,1,Store 1,Spain,1,Staff 1
T300016,01/08/23,01/08/23,01/18/23,01/11/23,completed,C102442,Marco Russo,18,Female,Brussels,Belgium,P200034,Massimo Dutti Sport Shirt,Shirts,Formal,Massimo Dutti,42.37,6.55,39.59,1,Credit Card,Online,Yes,1,Store 1,Spain,2,Staff 2
T300016,01/08/23,01/08/23,01/18/23,01/11/23,completed,C102442,Marco Russo,18,Female,Brussels,Belgium,P200034,Massimo Dutti Sport Shirt,Shirts,Formal,Massimo Dutti,42.37,6.55,39.59,1,Credit Card,Online,Yes,1,Store 1,Spain,3,Staff 3
T300016,01/08/23,01/08/23,01/18/23,01/11/23,completed,C102442,Marco Russo,18,Female,Brussels,Belgium,P200034,Massimo Dutti Sport Shirt,Shirts,Formal,Massimo Dutti,42.37,6.55,39.59,1,Credit Card,Online,Yes,1,Store 1,Spain,4,Staff 4
T300016,01/08/23,01/08/23,01/18/23,01/11/23,completed,C102442,Marco Russo,18,Female,Brussels,Belgium,P200034,Massimo Dutti Sport Shirt,Shirts,Formal,Massimo Dutti,42.37,6.55,39.59,1,Credit Card,Online,Yes,1,Store 1,Spain,5,Staff 5
T300017,11/26/23,11/26/23,11/30/23,11/29/23,completed,C102410,Matteo Bellini,34,Male,Porto,Portugal,P200339,Massimo Dutti Comfort Short,Shorts,Athletic,Massimo Dutti,25.33,10.85,22.58,1,PayPal,Store Branch,No,5,Store 5,Spain,21,Staff 21
T300017,11/26/23,11/26/23,11/30/23,11/29/23,completed,C102410,Matteo Bellini,34,Male,Porto,Portugal,P200339,Massimo Dutti Comfort Short,Shorts,Athletic,Massimo Dutti,25.33,10.85,22.58,1,PayPal,Store Branch,No,5,Store 5,Spain,22,Staff 22
T300017,11/26/23,11/26/23,11/30/23,11/29/23,completed,C102410,Matteo Bellini,34,Male,Porto,Portugal,P200339,Massimo Dutti Comfort Short,Shorts,Athletic,Massimo Dutti,25.33,10.85,22.58,1,PayPal,Store Branch,No,5,Store 5,Spain,23,Staff 23
T300017,11/26/23,11/26/23,11/30/23,11/29/23,completed,C102410,Matteo Bellini,34,Male,Porto,Portugal,P200339,Massimo Dutti Comfort Short,Shorts,Athletic,Massimo Dutti,25.33,10.85,22.58,1,PayPal,Store Branch,No,5,Store 5,Spain,24,Staff 24
T300017,11/26/23,11/26/23,11/30/23,11/29/23,completed,C102410,Matteo Bellini,34,Male,Porto,Portugal,P200339,Massimo Dutti Comfort Short,Shorts,Athletic,Massimo Dutti,25.33,10.85,22.58,1,PayPal,Store Branch,No,5,Store 5,Spain,25,Staff 25
T300018,12/31/21,12/31/21,01/02/22,01/08/22,rejected,C102664,Sara Galli,43,Female,Amsterdam,Netherlands,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,3.29,198.79,1,Credit Card,Store Branch,No,5,Store 5,Spain,21,Staff 21
T300018,12/31/21,12/31/21,01/02/22,01/08/22,rejected,C102664,Sara Galli,43,Female,Amsterdam,Netherlands,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,3.29,198.79,1,Credit Card,Store Branch,No,5,Store 5,Spain,22,Staff 22
T300018,12/31/21,12/31/21,01/02/22,01/08/22,rejected,C102664,Sara Galli,43,Female,Amsterdam,Netherlands,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,3.29,198.79,1,Credit Card,Store Branch,No,5,Store 5,Spain,23,Staff 23
T300018,12/31/21,12/31/21,01/02/22,01/08/22,rejected,C102664,Sara Galli,43,Female,Amsterdam,Netherlands,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,3.29,198.79,1,Credit Card,Store Branch,No,5,Store 5,Spain,24,Staff 24
T300018,12/31/21,12/31/21,01/02/22,01/08/22,rejected,C102664,Sara Galli,43,Female,Amsterdam,Netherlands,P200378,Tommy Jeans Sport Shoe,Shoes,Sneakers,Tommy Jeans,205.55,3.29,198.79,1,Credit Card,Store Branch,No,5,Store 5,Spain,25,Staff 25
T300019,05/22/22,05/22/22,05/24/22,05/31/22,completed,C102856,Riccardo Esposito,33,Female,Paris,France,P200584,Adidas Urban Activewear,Activewear,Sports Tee,Adidas,57.89,3.51,55.86,2,Cash,Store Branch,No,2,Store 2,Italy,6,Staff 6
T300019,05/22/22,05/22/22,05/24/22,05/31/22,completed,C102856,Riccardo Esposito,33,Female,Paris,France,P200584,Adidas Urban Activewear,Activewear,Sports Tee,Adidas,57.89,3.51,55.86,2,Cash,Store Branch,No,2,Store 2,Italy,7,Staff 7
T300019,05/22/22,05/22/22,05/24/22,05/31/22,completed,C102856,Riccardo Esposito,33,Female,Paris,France,P200584,Adidas Urban Activewear,Activewear,Sports Tee,Adidas,57.89,3.51,55.86,2,Cash,Store Branch,No,2,Store 2,Italy,8,Staff 8
T300019,05/22/22,05/22/22,05/24/22,05/31/22,completed,C102856,Riccardo Esposito,33,Female,Paris,France,P200584,Adidas Urban Activewear,Activewear,Sports Tee,Adidas,57.89,3.51,55.86,2,Cash,Store Branch,No,2,Store 2,Italy,9,Staff 9
T300019,05/22/22,05/22/22,05/24/22,05/31/22,completed,C102856,Riccardo Esposito,33,Female,Paris,France,P200584,Adidas Urban Activewear,Activewear,Sports Tee,Adidas,57.89,3.51,55.86,2,Cash,Store Branch,No,2,Store 2,Italy,10,Staff 10
